ID	SiteID	PID	VID	SN	NAME	DESC
1	PE_ASR9010C3012C	A9K-RSP440-TR,	V09,	FOC2102NLRY	module 0/RSP0/CPU0	ASR9K Route Switch Processor with 440G/slot Fabric and 6GB
2	PE_ASR9010C3012C	A9K-RSP440-TR,	V09,	FOC2102NLNV	module 0/RSP1/CPU0	ASR9K Route Switch Processor with 440G/slot Fabric and 6GB
3	PE_ASR9010C3012C	ASR-9010-FAN-V2,	V03	FOC2101NPQU	fantray 0/FT0/SP	ASR 9010 Fan Tray Version 2
4	PE_ASR9010C3012C	,	N/A,		fan0 0/FT0/SP	ASR9K Generic Fan
5	PE_ASR9010C3012C	,	N/A,		fan1 0/FT0/SP	ASR9K Generic Fan
6	PE_ASR9010C3012C	,	N/A,		fan2 0/FT0/SP	ASR9K Generic Fan
7	PE_ASR9010C3012C	,	N/A,		fan3 0/FT0/SP	ASR9K Generic Fan
8	PE_ASR9010C3012C	,	N/A,		fan4 0/FT0/SP	ASR9K Generic Fan
9	PE_ASR9010C3012C	,	N/A,		fan5 0/FT0/SP	ASR9K Generic Fan
10	PE_ASR9010C3012C	,	N/A,		fan6 0/FT0/SP	ASR9K Generic Fan
11	PE_ASR9010C3012C	,	N/A,		fan7 0/FT0/SP	ASR9K Generic Fan
12	PE_ASR9010C3012C	,	N/A,		fan8 0/FT0/SP	ASR9K Generic Fan
13	PE_ASR9010C3012C	,	N/A,		fan9 0/FT0/SP	ASR9K Generic Fan
14	PE_ASR9010C3012C	,	N/A,		fan10 0/FT0/SP	ASR9K Generic Fan
15	PE_ASR9010C3012C	,	N/A,		fan11 0/FT0/SP	ASR9K Generic Fan
16	PE_ASR9010C3012C	ASR-9010-FAN-V2,	V03	FOC2101NPPV	fantray 0/FT1/SP	ASR 9010 Fan Tray Version 2
17	PE_ASR9010C3012C	,	N/A,		fan0 0/FT1/SP	ASR9K Generic Fan
18	PE_ASR9010C3012C	,	N/A,		fan1 0/FT1/SP	ASR9K Generic Fan
19	PE_ASR9010C3012C	,	N/A,		fan2 0/FT1/SP	ASR9K Generic Fan
20	PE_ASR9010C3012C	,	N/A,		fan3 0/FT1/SP	ASR9K Generic Fan
21	PE_ASR9010C3012C	,	N/A,		fan4 0/FT1/SP	ASR9K Generic Fan
22	PE_ASR9010C3012C	,	N/A,		fan5 0/FT1/SP	ASR9K Generic Fan
23	PE_ASR9010C3012C	,	N/A,		fan6 0/FT1/SP	ASR9K Generic Fan
24	PE_ASR9010C3012C	,	N/A,		fan7 0/FT1/SP	ASR9K Generic Fan
25	PE_ASR9010C3012C	,	N/A,		fan8 0/FT1/SP	ASR9K Generic Fan
26	PE_ASR9010C3012C	,	N/A,		fan9 0/FT1/SP	ASR9K Generic Fan
27	PE_ASR9010C3012C	,	N/A,		fan10 0/FT1/SP	ASR9K Generic Fan
28	PE_ASR9010C3012C	,	N/A,		fan11 0/FT1/SP	ASR9K Generic Fan
29	PE_ASR9010C3012C	A9K-MOD80-TR,	V10,	FOC2101NLCH	module 0/0/CPU0	80G Modular Linecard, Packet Transport Optimized
30	PE_ASR9010C3012C	A9K-MPA-4X10GE,	V06,	FOC2101NEP2	module 0/0/0	ASR 9000 4-port 10GE Modular Port Adapter
31	PE_ASR9010C3012C	XFP-10G-MM-SR	V03	FNS205201VE	module mau 0/0/0/0	Multirate 10GBASE-SR, SMF
32	PE_ASR9010C3012C	XFP-10GLR-OC192SR	V04	SPC20250020	module mau 0/0/0/1	Multirate 10GBASE-LR and OC-192/STM-64 SR-1 XFP, SMF
33	PE_ASR9010C3012C	,	/1	UU81LJM	module mau 0/0/0/2	
34	PE_ASR9010C3012C	,	8/1	UVS1TQD	module mau 0/0/0/3	
35	PE_ASR9010C3012C	A9K-MPA-4X10GE,	V06,	FOC2101NESZ	module 0/0/1	ASR 9000 4-port 10GE Modular Port Adapter
36	PE_ASR9010C3012C	XFP-10G-MM-SR	V03	FNS205201UB	module mau 0/0/1/0	Multirate 10GBASE-SR, SMF
37	PE_ASR9010C3012C	XFP-10GLR-OC192SR	V04	SPC202401F8	module mau 0/0/1/1	Multirate 10GBASE-LR and OC-192/STM-64 SR-1 XFP, SMF
38	PE_ASR9010C3012C	XFP-10GLR-OC192SR	V04	SPC202401FA	module mau 0/0/1/2	Multirate 10GBASE-LR and OC-192/STM-64 SR-1 XFP, SMF
39	PE_ASR9010C3012C	XFP-10GLR-OC192SR	V04	SPC202500A9	module mau 0/0/1/3	Multirate 10GBASE-LR and OC-192/STM-64 SR-1 XFP, SMF
40	PE_ASR9010C3012C	A9K-MOD80-TR,	V10,	FOC2101NLCX	module 0/1/CPU0	80G Modular Linecard, Packet Transport Optimized
41	PE_ASR9010C3012C	A9K-MPA-4X10GE,	V06,	FOC2101NEGA	module 0/1/0	ASR 9000 4-port 10GE Modular Port Adapter
42	PE_ASR9010C3012C	XFP-10G-MM-SR	V03	FNS205201VG	module mau 0/1/0/0	Multirate 10GBASE-SR, SMF
43	PE_ASR9010C3012C	XFP-10GLR-OC192SR	V04	SPC202401FD	module mau 0/1/0/1	Multirate 10GBASE-LR and OC-192/STM-64 SR-1 XFP, SMF
44	PE_ASR9010C3012C	XFP-10GLR-OC192SR	V04	SPC202500A1	module mau 0/1/0/2	Multirate 10GBASE-LR and OC-192/STM-64 SR-1 XFP, SMF
45	PE_ASR9010C3012C	XFP-10GLR-OC192SR	V04	SPC2025001X	module mau 0/1/0/3	Multirate 10GBASE-LR and OC-192/STM-64 SR-1 XFP, SMF
46	PE_ASR9010C3012C	A9K-MPA-4X10GE,	V06,	FOC2101NEAG	module 0/1/1	ASR 9000 4-port 10GE Modular Port Adapter
47	PE_ASR9010C3012C	,	N/A,		module mau 0/1/1/0	
48	PE_ASR9010C3012C	,	9/1	ULT0HL5	module mau 0/1/1/1	
49	PE_ASR9010C3012C	,	9/1	ULT0NV1	module mau 0/1/1/2	
50	PE_ASR9010C3012C	XFP-10GLR-OC192SR	V04	SPC194503V5	module mau 0/1/1/3	Multirate 10GBASE-LR and OC-192/STM-64 SR-1 XFP, SMF
51	PE_ASR9010C3012C	A9K-40GE-TR,	V03,	FOC2101P95Q	module 0/7/CPU0	40-port 1GE, Packet Transport Optimized LC
52	PE_ASR9010C3012C	GLC-LH-SMD	V01	ACW205104UV	module mau GigabitEthernet0/7/CPU0/0	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
53	PE_ASR9010C3012C	GLC-LH-SMD	V01	ACW20510F34	module mau GigabitEthernet0/7/CPU0/1	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
54	PE_ASR9010C3012C	GLC-LH-SMD	V01	ACW20510F35	module mau GigabitEthernet0/7/CPU0/2	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
55	PE_ASR9010C3012C	GLC-LH-SMD	V01	ACW20510F36	module mau GigabitEthernet0/7/CPU0/3	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
56	PE_ASR9010C3012C	,	N/A,	PVE0XNF	module mau GigabitEthernet0/7/CPU0/4	Unknown pluggable optics
57	PE_ASR9010C3012C	GLC-LH-SMD	V01	ACW215000YE	module mau GigabitEthernet0/7/CPU0/5	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
58	PE_ASR9010C3012C	,	N/A,	PVE0XK8	module mau GigabitEthernet0/7/CPU0/6	Unknown pluggable optics
59	PE_ASR9010C3012C	,	N/A,	PVF0MCN	module mau GigabitEthernet0/7/CPU0/7	Unknown pluggable optics
60	PE_ASR9010C3012C	GLC-LH-SMD	V01	ACW215000KP	module mau GigabitEthernet0/7/CPU0/8	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
61	PE_ASR9010C3012C	,	N/A,	PVF14Z9	module mau GigabitEthernet0/7/CPU0/9	Unknown pluggable optics
62	PE_ASR9010C3012C	,	N/A,	PKL0KX5	module mau GigabitEthernet0/7/CPU0/10	Unknown pluggable optics
63	PE_ASR9010C3012C	GLC-LH-SMD	V01	AVJ20423JFH	module mau GigabitEthernet0/7/CPU0/11	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
64	PE_ASR9010C3012C	SFP-GE-L	V01	FNS15250NCN	module mau GigabitEthernet0/7/CPU0/12	1000BASE-LX/LH SFP (DOM), SMF 10Km, MMF 550m
65	PE_ASR9010C3012C	SFP-GE-L	V01	FC1711187353	module mau GigabitEthernet0/7/CPU0/13	1000BASE-LX/LH SFP (DOM), SMF 10Km, MMF 550m
66	PE_ASR9010C3012C	SFP-GE-L	V01	FC1711186580	module mau GigabitEthernet0/7/CPU0/14	1000BASE-LX/LH SFP (DOM), SMF 10Km, MMF 550m
67	PE_ASR9010C3012C	SFP-GE-L	V01	FC1711186569	module mau GigabitEthernet0/7/CPU0/15	1000BASE-LX/LH SFP (DOM), SMF 10Km, MMF 550m
68	PE_ASR9010C3012C	SFP-GE-L	V01	FC1711187306	module mau GigabitEthernet0/7/CPU0/16	1000BASE-LX/LH SFP (DOM), SMF 10Km, MMF 550m
69	PE_ASR9010C3012C	GLC-LH-SMD	V01	FC1808045297	module mau GigabitEthernet0/7/CPU0/17	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
70	PE_ASR9010C3012C	GLC-LH-SMD	V01	FC1808045299	module mau GigabitEthernet0/7/CPU0/18	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
71	PE_ASR9010C3012C	GLC-LH-SMD	V01	202011300077	module mau GigabitEthernet0/7/CPU0/19	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
72	PE_ASR9010C3012C	,	N/A,	PKL0KVX	module mau GigabitEthernet0/7/CPU0/20	Unknown pluggable optics
73	PE_ASR9010C3012C	SFP-GE-L	V01	FC1711187724	module mau GigabitEthernet0/7/CPU0/22	1000BASE-LX/LH SFP (DOM), SMF 10Km, MMF 550m
74	PE_ASR9010C3012C	GLC-LH-SMD	V01	FC1808046898	module mau GigabitEthernet0/7/CPU0/23	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
75	PE_ASR9010C3012C	GLC-LH-SMD	V01	FC1611121910	module mau GigabitEthernet0/7/CPU0/24	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
76	PE_ASR9010C3012C	GLC-LH-SMD	V01	FC1611122545	module mau GigabitEthernet0/7/CPU0/25	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
77	PE_ASR9010C3012C	GLC-LH-SMD	V01	FC1611123511	module mau GigabitEthernet0/7/CPU0/26	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
78	PE_ASR9010C3012C	GLC-LH-SMD	V01	FC1611123516	module mau GigabitEthernet0/7/CPU0/27	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
79	PE_ASR9010C3012C	GLC-LH-SMD	V01	FC1611125994	module mau GigabitEthernet0/7/CPU0/28	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
80	PE_ASR9010C3012C	GLC-LH-SMD	V01	CI2004150943	module mau GigabitEthernet0/7/CPU0/29	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
81	PE_ASR9010C3012C	GLC-LH-SMD	V01	CI2004150941	module mau GigabitEthernet0/7/CPU0/30	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
82	PE_ASR9010C3012C	GLC-LH-SMD	V01	CI2004150942	module mau GigabitEthernet0/7/CPU0/31	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
83	PE_ASR9010C3012C	SFP-GE-T	V02,	MTC20330YHT	module mau GigabitEthernet0/7/CPU0/32	1000BASE-T SFP (NEBS 3), UTP, 100m
84	PE_ASR9010C3012C	SFP-GE-T	V02,	MTC20330YXZ	module mau GigabitEthernet0/7/CPU0/33	1000BASE-T SFP (NEBS 3), UTP, 100m
85	PE_ASR9010C3012C	SFP-GE-T	V02,	MTC20330Y41	module mau GigabitEthernet0/7/CPU0/34	1000BASE-T SFP (NEBS 3), UTP, 100m
86	PE_ASR9010C3012C	,	N/A,	PW302P6	module mau GigabitEthernet0/7/CPU0/35	Unknown pluggable optics
87	PE_ASR9010C3012C	SFP-GE-T	V02,	MTC20330YY8	module mau GigabitEthernet0/7/CPU0/36	1000BASE-T SFP (NEBS 3), UTP, 100m
88	PE_ASR9010C3012C	,	N/A,	PKF2HDH	module mau GigabitEthernet0/7/CPU0/38	Unknown pluggable optics
89	PE_ASR9010C3012C	SFP-GE-T	V02,	MTC20330YTS	module mau GigabitEthernet0/7/CPU0/39	1000BASE-T SFP (NEBS 3), UTP, 100m
90	PE_ASR9010C3012C	PWR-2KW-DC-V2,	V03,	ART2035Y0EA	power-module 0/PS0/M0/SP	2kW DC V2 Power Module
91	PE_ASR9010C3012C	PWR-2KW-DC-V2,	V03,	ART2035Y0FK	power-module 0/PS0/M1/SP	2kW DC V2 Power Module
92	PE_ASR9010C3012C	PWR-2KW-DC-V2,	V03,	ART2035Y0K1	power-module 0/PS1/M0/SP	2kW DC V2 Power Module
93	PE_ASR9010C3012C	ASR-9010-DC-V2,	V02,	FOX2102QH53	chassis ASR-9010-DC-V2	ASR 9010 8 Line Card Slot Chassis with V2 DC PEM
94	PE_ASR9010C3011C	A9K-RSP440-TR,	V09,	FOC2102NLQ7	module 0/RSP0/CPU0	ASR9K Route Switch Processor with 440G/slot Fabric and 6GB
95	PE_ASR9010C3011C	A9K-RSP440-TR,	V03,	FOC1644N2ML	module 0/RSP1/CPU0	ASR9K Route Switch Processor with 440G/slot Fabric and 6GB
96	PE_ASR9010C3011C	ASR-9010-FAN-V2,	V03	FOC2101NPQX	fantray 0/FT0/SP	ASR 9010 Fan Tray Version 2
97	PE_ASR9010C3011C	,	N/A,		fan0 0/FT0/SP	ASR9K Generic Fan
98	PE_ASR9010C3011C	,	N/A,		fan1 0/FT0/SP	ASR9K Generic Fan
99	PE_ASR9010C3011C	,	N/A,		fan2 0/FT0/SP	ASR9K Generic Fan
100	PE_ASR9010C3011C	,	N/A,		fan3 0/FT0/SP	ASR9K Generic Fan
101	PE_ASR9010C3011C	,	N/A,		fan4 0/FT0/SP	ASR9K Generic Fan
102	PE_ASR9010C3011C	,	N/A,		fan5 0/FT0/SP	ASR9K Generic Fan
103	PE_ASR9010C3011C	,	N/A,		fan6 0/FT0/SP	ASR9K Generic Fan
104	PE_ASR9010C3011C	,	N/A,		fan7 0/FT0/SP	ASR9K Generic Fan
105	PE_ASR9010C3011C	,	N/A,		fan8 0/FT0/SP	ASR9K Generic Fan
106	PE_ASR9010C3011C	,	N/A,		fan9 0/FT0/SP	ASR9K Generic Fan
107	PE_ASR9010C3011C	,	N/A,		fan10 0/FT0/SP	ASR9K Generic Fan
108	PE_ASR9010C3011C	,	N/A,		fan11 0/FT0/SP	ASR9K Generic Fan
109	PE_ASR9010C3011C	ASR-9010-FAN-V2,	V03	FOC2101NPPQ	fantray 0/FT1/SP	ASR 9010 Fan Tray Version 2
110	PE_ASR9010C3011C	,	N/A,		fan0 0/FT1/SP	ASR9K Generic Fan
111	PE_ASR9010C3011C	,	N/A,		fan1 0/FT1/SP	ASR9K Generic Fan
112	PE_ASR9010C3011C	,	N/A,		fan2 0/FT1/SP	ASR9K Generic Fan
113	PE_ASR9010C3011C	,	N/A,		fan3 0/FT1/SP	ASR9K Generic Fan
114	PE_ASR9010C3011C	,	N/A,		fan4 0/FT1/SP	ASR9K Generic Fan
115	PE_ASR9010C3011C	,	N/A,		fan5 0/FT1/SP	ASR9K Generic Fan
116	PE_ASR9010C3011C	,	N/A,		fan6 0/FT1/SP	ASR9K Generic Fan
117	PE_ASR9010C3011C	,	N/A,		fan7 0/FT1/SP	ASR9K Generic Fan
118	PE_ASR9010C3011C	,	N/A,		fan8 0/FT1/SP	ASR9K Generic Fan
119	PE_ASR9010C3011C	,	N/A,		fan9 0/FT1/SP	ASR9K Generic Fan
120	PE_ASR9010C3011C	,	N/A,		fan10 0/FT1/SP	ASR9K Generic Fan
121	PE_ASR9010C3011C	,	N/A,		fan11 0/FT1/SP	ASR9K Generic Fan
122	PE_ASR9010C3011C	A9K-MOD80-TR,	V10,	FOC2101NL2F	module 0/0/CPU0	80G Modular Linecard, Packet Transport Optimized
123	PE_ASR9010C3011C	A9K-MPA-4X10GE,	V06,	FOC2101NEVS	module 0/0/0	ASR 9000 4-port 10GE Modular Port Adapter
124	PE_ASR9010C3011C	XFP-10G-MM-SR	V03	FNS205201UZ	module mau 0/0/0/0	Multirate 10GBASE-SR, SMF
125	PE_ASR9010C3011C	XFP-10GLR-OC192SR	V04	SPC2025001J	module mau 0/0/0/1	Multirate 10GBASE-LR and OC-192/STM-64 SR-1 XFP, SMF
126	PE_ASR9010C3011C	XFP-10GLR-OC192SR	V04	SPC202401FJ	module mau 0/0/0/2	Multirate 10GBASE-LR and OC-192/STM-64 SR-1 XFP, SMF
127	PE_ASR9010C3011C	,	8/1	UW200H9	module mau 0/0/0/3	
128	PE_ASR9010C3011C	A9K-MPA-4X10GE,	V06,	FOC2101NEP7	module 0/0/1	ASR 9000 4-port 10GE Modular Port Adapter
129	PE_ASR9010C3011C	XFP-10G-MM-SR	V03	FNS205201VA	module mau 0/0/1/0	Multirate 10GBASE-SR, SMF
130	PE_ASR9010C3011C	XFP-10GLR-OC192SR	V04	SPC202500AK	module mau 0/0/1/1	Multirate 10GBASE-LR and OC-192/STM-64 SR-1 XFP, SMF
131	PE_ASR9010C3011C	XFP-10GLR-OC192SR	V04	SPC2027030E	module mau 0/0/1/2	Multirate 10GBASE-LR and OC-192/STM-64 SR-1 XFP, SMF
132	PE_ASR9010C3011C	XFP-10GLR-OC192SR	V04	SPC202401FK	module mau 0/0/1/3	Multirate 10GBASE-LR and OC-192/STM-64 SR-1 XFP, SMF
133	PE_ASR9010C3011C	A9K-MOD80-TR,	V10,	FOC2101NLBF	module 0/1/CPU0	80G Modular Linecard, Packet Transport Optimized
134	PE_ASR9010C3011C	A9K-MPA-4X10GE,	V06,	FOC2101NEMJ	module 0/1/0	ASR 9000 4-port 10GE Modular Port Adapter
135	PE_ASR9010C3011C	XFP-10G-MM-SR	V03	FNS205201VU	module mau 0/1/0/0	Multirate 10GBASE-SR, SMF
136	PE_ASR9010C3011C	XFP-10GLR-OC192SR	V04	SPC202500AU	module mau 0/1/0/1	Multirate 10GBASE-LR and OC-192/STM-64 SR-1 XFP, SMF
137	PE_ASR9010C3011C	XFP-10GLR-OC192SR	V04	SPC202401G3	module mau 0/1/0/2	Multirate 10GBASE-LR and OC-192/STM-64 SR-1 XFP, SMF
138	PE_ASR9010C3011C	XFP-10GLR-OC192SR	V04	SPC2025002C	module mau 0/1/0/3	Multirate 10GBASE-LR and OC-192/STM-64 SR-1 XFP, SMF
139	PE_ASR9010C3011C	A9K-MPA-4X10GE,	V06,	FOC2101NE73	module 0/1/1	ASR 9000 4-port 10GE Modular Port Adapter
140	PE_ASR9010C3011C	XFP-10GLR-OC192SR	V04	SPC202500B9	module mau 0/1/1/0	Multirate 10GBASE-LR and OC-192/STM-64 SR-1 XFP, SMF
141	PE_ASR9010C3011C	,	9/1	UM200S4	module mau 0/1/1/1	
142	PE_ASR9010C3011C	,	9/1		module mau 0/1/1/2	
143	PE_ASR9010C3011C	XFP-10GLR-OC192SR	V04	SPC193701PQ	module mau 0/1/1/3	Multirate 10GBASE-LR and OC-192/STM-64 SR-1 XFP, SMF
144	PE_ASR9010C3011C	A9K-40GE-TR,	V03,	FOC2101P982	module 0/7/CPU0	40-port 1GE, Packet Transport Optimized LC
145	PE_ASR9010C3011C	GLC-LH-SMD	V01	FC1611125702	module mau GigabitEthernet0/7/CPU0/0	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
146	PE_ASR9010C3011C	GLC-LH-SMD	V01	ACW20510G4N	module mau GigabitEthernet0/7/CPU0/1	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
147	PE_ASR9010C3011C	GLC-LH-SMD	V01	ACW20510G43	module mau GigabitEthernet0/7/CPU0/2	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
148	PE_ASR9010C3011C	GLC-LH-SMD	V01	ACW20510G50	module mau GigabitEthernet0/7/CPU0/3	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
149	PE_ASR9010C3011C	,	N/A,	PVF0MCM	module mau GigabitEthernet0/7/CPU0/4	Unknown pluggable optics
150	PE_ASR9010C3011C	,	N/A,	PVE0XN7	module mau GigabitEthernet0/7/CPU0/5	Unknown pluggable optics
151	PE_ASR9010C3011C	,	N/A,	PVF14GJ	module mau GigabitEthernet0/7/CPU0/6	Unknown pluggable optics
152	PE_ASR9010C3011C	,	N/A,	PVE0XN3	module mau GigabitEthernet0/7/CPU0/7	Unknown pluggable optics
153	PE_ASR9010C3011C	,	N/A,	PVE0XKC	module mau GigabitEthernet0/7/CPU0/8	Unknown pluggable optics
154	PE_ASR9010C3011C	,	N/A,	PVF0MCD	module mau GigabitEthernet0/7/CPU0/9	Unknown pluggable optics
155	PE_ASR9010C3011C	GLC-LH-SMD	V01	ACW215000KN	module mau GigabitEthernet0/7/CPU0/10	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
156	PE_ASR9010C3011C	GLC-LH-SMD	V01	ACW215000K6	module mau GigabitEthernet0/7/CPU0/11	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
157	PE_ASR9010C3011C	GLC-LH-SMD	V01	AVJ220434PP	module mau GigabitEthernet0/7/CPU0/12	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
158	PE_ASR9010C3011C	SFP-GE-L	V01	FC1711186564	module mau GigabitEthernet0/7/CPU0/13	1000BASE-LX/LH SFP (DOM), SMF 10Km, MMF 550m
159	PE_ASR9010C3011C	SFP-GE-L	V01	FC1711180506	module mau GigabitEthernet0/7/CPU0/14	1000BASE-LX/LH SFP (DOM), SMF 10Km, MMF 550m
160	PE_ASR9010C3011C	SFP-GE-L	V01	FC1711186568	module mau GigabitEthernet0/7/CPU0/15	1000BASE-LX/LH SFP (DOM), SMF 10Km, MMF 550m
161	PE_ASR9010C3011C	SFP-GE-L	V01	FC1711186579	module mau GigabitEthernet0/7/CPU0/16	1000BASE-LX/LH SFP (DOM), SMF 10Km, MMF 550m
162	PE_ASR9010C3011C	GLC-LH-SMD	V01	FC1808045298	module mau GigabitEthernet0/7/CPU0/17	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
163	PE_ASR9010C3011C	GLC-LH-SMD	V01	FC1808045296	module mau GigabitEthernet0/7/CPU0/18	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
164	PE_ASR9010C3011C	GLC-LH-SMD	V01	202011300080	module mau GigabitEthernet0/7/CPU0/19	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
165	PE_ASR9010C3011C	,	N/A,	PKL0L1L	module mau GigabitEthernet0/7/CPU0/20	Unknown pluggable optics
166	PE_ASR9010C3011C	,	N/A,	PVJ1SX9	module mau GigabitEthernet0/7/CPU0/21	Unknown pluggable optics
167	PE_ASR9010C3011C	GLC-LH-SMD	V01	FC1611120310	module mau GigabitEthernet0/7/CPU0/22	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
168	PE_ASR9010C3011C	GLC-LH-SMD	V01	FC1611125028	module mau GigabitEthernet0/7/CPU0/23	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
169	PE_ASR9010C3011C	GLC-LH-SMD	V01	CLS10806009	module mau GigabitEthernet0/7/CPU0/24	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
170	PE_ASR9010C3011C	GLC-LH-SMD	V01	FC1611122780	module mau GigabitEthernet0/7/CPU0/25	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
171	PE_ASR9010C3011C	GLC-LH-SMD	V01	FC1611123517	module mau GigabitEthernet0/7/CPU0/26	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
172	PE_ASR9010C3011C	GLC-LH-SMD	V01	FC1611126803	module mau GigabitEthernet0/7/CPU0/27	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
173	PE_ASR9010C3011C	GLC-LH-SMD	V01	FC1611123513	module mau GigabitEthernet0/7/CPU0/28	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
174	PE_ASR9010C3011C	GLC-LH-SMD	V01	FC1611122789	module mau GigabitEthernet0/7/CPU0/29	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
175	PE_ASR9010C3011C	GLC-LH-SMD	V01	CI2004150944	module mau GigabitEthernet0/7/CPU0/30	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
176	PE_ASR9010C3011C	GLC-LH-SMD	V01	CI2004150945	module mau GigabitEthernet0/7/CPU0/31	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
177	PE_ASR9010C3011C	,	N/A,	C09C12786	module mau GigabitEthernet0/7/CPU0/32	Unknown pluggable optics
178	PE_ASR9010C3011C	SFP-GE-T	V02,	MTC20330YG5	module mau GigabitEthernet0/7/CPU0/33	1000BASE-T SFP (NEBS 3), UTP, 100m
179	PE_ASR9010C3011C	terms,	N/A,	3US6255846	module mau GigabitEthernet0/7/CPU0/34	Unknown or Unsupported SFP Module
180	PE_ASR9010C3011C	SFP-GE-T	V02,	MTC20330Y2W	module mau GigabitEthernet0/7/CPU0/35	1000BASE-T SFP (NEBS 3), UTP, 100m
181	PE_ASR9010C3011C	SFP-GE-T	V02,	MTC20330YH5	module mau GigabitEthernet0/7/CPU0/36	1000BASE-T SFP (NEBS 3), UTP, 100m
182	PE_ASR9010C3011C	SFP-GE-T	V02,	MTC20330ZGD	module mau GigabitEthernet0/7/CPU0/37	1000BASE-T SFP (NEBS 3), UTP, 100m
183	PE_ASR9010C3011C	,	N/A,	PWD14MP	module mau GigabitEthernet0/7/CPU0/38	Unknown pluggable optics
184	PE_ASR9010C3011C	SFP-GE-T	V02,	MTC20330YWE	module mau GigabitEthernet0/7/CPU0/39	1000BASE-T SFP (NEBS 3), UTP, 100m
185	PE_ASR9010C3011C	PWR-2KW-DC-V2,	V03,	ART2035Y0GP	power-module 0/PS0/M0/SP	2kW DC V2 Power Module
186	PE_ASR9010C3011C	PWR-2KW-DC-V2,	V03,	ART2035Y0GR	power-module 0/PS0/M1/SP	2kW DC V2 Power Module
187	PE_ASR9010C3011C	PWR-2KW-DC-V2,	V03,	ART2035Y0EL	power-module 0/PS1/M0/SP	2kW DC V2 Power Module
188	PE_ASR9010C3011C	ASR-9010-DC-V2,	V02,	FOX2102QH4K	chassis ASR-9010-DC-V2	ASR 9010 8 Line Card Slot Chassis with V2 DC PEM
189	PE_ASR9006VTU02C	A9K-RSP880-TR,	V05,	FOC2141P2ZD	module 0/RSP0/CPU0	ASR9K Route Switch Processor with 880G/slot Fabric and 16GB
190	PE_ASR9006VTU02C	A9K-RSP880-TR,	V05,	FOC2141P31G	module 0/RSP1/CPU0	ASR9K Route Switch Processor with 880G/slot Fabric and 16GB
191	PE_ASR9006VTU02C	ASR-9006-FAN-V2,	V01,	FOC2141N9V1	fantray 0/FT0/SP	ASR-9006 Fan Tray V2
192	PE_ASR9006VTU02C	,	N/A,		fan0 0/FT0/SP	ASR9K Generic Fan
193	PE_ASR9006VTU02C	,	N/A,		fan1 0/FT0/SP	ASR9K Generic Fan
