ID	SiteID	PID	VID	SN	NAME	DESC
5027	AGG-HCMTDC12	N/A,	N/A,		fan4 0/FT0/SP	ASR9K Generic Fan
5028	AGG-HCMTDC12	N/A,	N/A,		fan5 0/FT0/SP	ASR9K Generic Fan
5029	AGG-HCMTDC12	ASR-9006-FAN-V2,	V01,	FOC2042N878	fantray 0/FT1/SP	ASR-9006 Fan Tray V2
5030	AGG-HCMTDC12	N/A,	N/A,		fan0 0/FT1/SP	ASR9K Generic Fan
5031	AGG-HCMTDC12	N/A,	N/A,		fan1 0/FT1/SP	ASR9K Generic Fan
5032	AGG-HCMTDC12	N/A,	N/A,		fan2 0/FT1/SP	ASR9K Generic Fan
5033	AGG-HCMTDC12	N/A,	N/A,		fan3 0/FT1/SP	ASR9K Generic Fan
5034	AGG-HCMTDC12	N/A,	N/A,		fan4 0/FT1/SP	ASR9K Generic Fan
5035	AGG-HCMTDC12	N/A,	N/A,		fan5 0/FT1/SP	ASR9K Generic Fan
5036	AGG-HCMTDC12	A9K-4T16GE-TR,	V02,	FOC2038NG3H	module 0/0/CPU0	20-Port, 16x1GE_4xT Packet Transport Optimized LC
5037	AGG-HCMTDC12	FCLF8520P2BTL-A,	A,	PU728D7	GigabitEthernet0/0/0/14	Non-Cisco FINISAR CORP. SFP 1G Pluggable Optics Module
5038	AGG-HCMTDC12	FCLF8520P2BTL-A,	A,	PU71Y3W	GigabitEthernet0/0/0/15	Non-Cisco FINISAR CORP. SFP 1G Pluggable Optics Module
5039	AGG-HCMTDC12	SFP-10G-LR	V02	FC1611130781	module mau TenGigE0/0/CPU0/16	10GBASE-LR SFP+ Module for SMF
5040	AGG-HCMTDC12	SFP-10G-LR	V02	FC1611130788	module mau TenGigE0/0/CPU0/17	10GBASE-LR SFP+ Module for SMF
5041	AGG-HCMTDC12	A9K-24X10GE-1G-TR,	V04,	FOC2423N6D1	module 0/1/CPU0	24X10G/1G Packet Transport Optimized LC
5042	AGG-HCMTDC12	SFP-10G-LR,	N/A,	10GLR20051772	TenGigE0/1/0/1	Non-Cisco ModuleTek SFP+ 10G Pluggable Optics Module
5043	AGG-HCMTDC12	SFP-10G-LR,	N/A,	10GLR20052012	TenGigE0/1/0/2	Non-Cisco ModuleTek SFP+ 10G Pluggable Optics Module
5044	AGG-HCMTDC12	SFP-10G-LR,	N/A,	10GLR20052018	TenGigE0/1/0/3	Non-Cisco ModuleTek SFP+ 10G Pluggable Optics Module
5045	AGG-HCMTDC12	SFP-10G-LR,	N/A,	10GLR20052016	TenGigE0/1/0/4	Non-Cisco ModuleTek SFP+ 10G Pluggable Optics Module
5046	AGG-HCMTDC12	SFP-10G-LR,	N/A,	10GLR20052017	TenGigE0/1/0/5	Non-Cisco ModuleTek SFP+ 10G Pluggable Optics Module
5047	AGG-HCMTDC12	SFP-10G-LR,	N/A,	10GLR20052014	TenGigE0/1/0/6	Non-Cisco ModuleTek SFP+ 10G Pluggable Optics Module
5048	AGG-HCMTDC12	SFP-10G-ER	V02	10GER2010190201	module mau TenGigE0/1/CPU0/7	10GBASE-ER 1550nm SMF 40KM
5049	AGG-HCMTDC12	SFP-10G-LR	V02	10GLR20102117	module mau TenGigE0/1/CPU0/8	10GBASE-LR SFP+ Module for SMF
5050	AGG-HCMTDC12	PWR-2KW-DC-V2,	V03,	ART2038Y015	power-module 0/PS0/M0/SP	2kW DC V2 Power Module
5051	AGG-HCMTDC12	PWR-2KW-DC-V2,	V03,	ART2038Y02D	power-module 0/PS0/M1/SP	2kW DC V2 Power Module
5052	AGG-HCMTDC12	PWR-2KW-DC-V2,	V03,	ART2419Y01C	power-module 0/PS0/M2/SP	2kW DC V2 Power Module
5053	AGG-HCMTDC12	ASR-9006-DC-V2,	V02,	FOX2041GCMC	chassis ASR-9006-DC-V2	ASR 9006 4 Line Card Slot Chassis with V2 DC PEM
5054	AGG-HCMTDC11	A9K-RSP440-TR,	V09,	FOC2039N18K	module 0/RSP0/CPU0	ASR9K Route Switch Processor with 440G/slot Fabric and 6GB
5055	AGG-HCMTDC11	A9K-RSP440-TR,	V09,	FOC2039N15W	module 0/RSP1/CPU0	ASR9K Route Switch Processor with 440G/slot Fabric and 6GB
5056	AGG-HCMTDC11	ASR-9006-FAN-V2,	V01,	FOC2042N87B	fantray 0/FT0/SP	ASR-9006 Fan Tray V2
5057	AGG-HCMTDC11	N/A,	N/A,		fan0 0/FT0/SP	ASR9K Generic Fan
5058	AGG-HCMTDC11	N/A,	N/A,		fan1 0/FT0/SP	ASR9K Generic Fan
5059	AGG-HCMTDC11	N/A,	N/A,		fan2 0/FT0/SP	ASR9K Generic Fan
5060	AGG-HCMTDC11	N/A,	N/A,		fan3 0/FT0/SP	ASR9K Generic Fan
5061	AGG-HCMTDC11	N/A,	N/A,		fan4 0/FT0/SP	ASR9K Generic Fan
5062	AGG-HCMTDC11	N/A,	N/A,		fan5 0/FT0/SP	ASR9K Generic Fan
5063	AGG-HCMTDC11	ASR-9006-FAN-V2,	V01,	FOC2042N87K	fantray 0/FT1/SP	ASR-9006 Fan Tray V2
5064	AGG-HCMTDC11	N/A,	N/A,		fan0 0/FT1/SP	ASR9K Generic Fan
5065	AGG-HCMTDC11	N/A,	N/A,		fan1 0/FT1/SP	ASR9K Generic Fan
5066	AGG-HCMTDC11	N/A,	N/A,		fan2 0/FT1/SP	ASR9K Generic Fan
5067	AGG-HCMTDC11	N/A,	N/A,		fan3 0/FT1/SP	ASR9K Generic Fan
5068	AGG-HCMTDC11	N/A,	N/A,		fan4 0/FT1/SP	ASR9K Generic Fan
5069	AGG-HCMTDC11	N/A,	N/A,		fan5 0/FT1/SP	ASR9K Generic Fan
5070	AGG-HCMTDC11	A9K-4T16GE-TR,	V02,	FOC2038NG4M	module 0/0/CPU0	20-Port, 16x1GE_4xT Packet Transport Optimized LC
5071	AGG-HCMTDC11	FCLF8520P2BTL-A,	A,	PU72X29	GigabitEthernet0/0/0/15	Non-Cisco FINISAR CORP. SFP 1G Pluggable Optics Module
5072	AGG-HCMTDC11	SFP-10G-LR	V02	FC1611130790	module mau TenGigE0/0/CPU0/16	10GBASE-LR SFP+ Module for SMF
5073	AGG-HCMTDC11	SFP-10G-LR	V02	FC1611130789	module mau TenGigE0/0/CPU0/17	10GBASE-LR SFP+ Module for SMF
5074	AGG-HCMTDC11	SFP-10G-LR	V02	FC1611130405	module mau TenGigE0/0/CPU0/18	10GBASE-LR SFP+ Module for SMF
5075	AGG-HCMTDC11	A9K-24X10GE-1G-TR,	V04,	FOC2423N6AF	module 0/1/CPU0	24X10G/1G Packet Transport Optimized LC
5076	AGG-HCMTDC11	SFP-10G-ER	V02	MM1S201224420	module mau TenGigE0/1/CPU0/0	10GBASE-ER 1550nm SMF 40KM
5077	AGG-HCMTDC11	TSPLXG80D,	00,	CO201015014	TenGigE0/1/0/2	Non-Cisco TIBTRONIX SFP+ 10G Pluggable Optics Module
5078	AGG-HCMTDC11	SFP-10G-ER,	A,	10GER20050519	TenGigE0/1/0/3	Non-Cisco ModuleTek SFP+ 10G Pluggable Optics Module
5079	AGG-HCMTDC11	SFP-10G-LR,	N/A,	10GLR20052013	TenGigE0/1/0/4	Non-Cisco ModuleTek SFP+ 10G Pluggable Optics Module
5080	AGG-HCMTDC11	SFP-10G-LR,	N/A,	10GLR20051775	TenGigE0/1/0/5	Non-Cisco ModuleTek SFP+ 10G Pluggable Optics Module
5081	AGG-HCMTDC11	SFP-10G-LR,	N/A,	10GLR20051752	TenGigE0/1/0/6	Non-Cisco ModuleTek SFP+ 10G Pluggable Optics Module
5082	AGG-HCMTDC11	SFP-10G-LR,	N/A,	10GLR20051774	TenGigE0/1/0/7	Non-Cisco ModuleTek SFP+ 10G Pluggable Optics Module
5083	AGG-HCMTDC11	SFP-10G-LR	V02	10GLR20102114	module mau TenGigE0/1/CPU0/8	10GBASE-LR SFP+ Module for SMF
5084	AGG-HCMTDC11	SFP-10G-ER	V02	10GER2010190040	module mau TenGigE0/1/CPU0/16	10GBASE-ER 1550nm SMF 40KM
5085	AGG-HCMTDC11	SFP-10G-LR	V02	10GLR20102884	module mau TenGigE0/1/CPU0/17	10GBASE-LR SFP+ Module for SMF
5086	AGG-HCMTDC11	PWR-2KW-DC-V2,	V03,	ART2038Y0F7	power-module 0/PS0/M0/SP	2kW DC V2 Power Module
5087	AGG-HCMTDC11	PWR-2KW-DC-V2,	V03,	ART2038Y0EX	power-module 0/PS0/M1/SP	2kW DC V2 Power Module
5088	AGG-HCMTDC11	PWR-2KW-DC-V2,	V03,	ART2418Y03X	power-module 0/PS0/M2/SP	2kW DC V2 Power Module
5089	AGG-HCMTDC11	ASR-9006-DC-V2,	V02,	FOX2041GCMX	chassis ASR-9006-DC-V2	ASR 9006 4 Line Card Slot Chassis with V2 DC PEM
5090	AGG-HCMTBH42	A9K-RSP440-TR,	V09,	FOC2035NZZB	module 0/RSP0/CPU0	ASR9K Route Switch Processor with 440G/slot Fabric and 6GB
5091	AGG-HCMTBH42	A9K-RSP440-TR,	V09,	FOC2035P01R	module 0/RSP1/CPU0	ASR9K Route Switch Processor with 440G/slot Fabric and 6GB
5092	AGG-HCMTBH42	ASR-9006-FAN-V2,	V01,	FOC2035NS1T	fantray 0/FT0/SP	ASR-9006 Fan Tray V2
5093	AGG-HCMTBH42	N/A,	N/A,		fan0 0/FT0/SP	ASR9K Generic Fan
5094	AGG-HCMTBH42	N/A,	N/A,		fan1 0/FT0/SP	ASR9K Generic Fan
5095	AGG-HCMTBH42	N/A,	N/A,		fan2 0/FT0/SP	ASR9K Generic Fan
5096	AGG-HCMTBH42	N/A,	N/A,		fan3 0/FT0/SP	ASR9K Generic Fan
5097	AGG-HCMTBH42	N/A,	N/A,		fan4 0/FT0/SP	ASR9K Generic Fan
5098	AGG-HCMTBH42	N/A,	N/A,		fan5 0/FT0/SP	ASR9K Generic Fan
5099	AGG-HCMTBH42	ASR-9006-FAN-V2,	V01,	FOC2035NS1S	fantray 0/FT1/SP	ASR-9006 Fan Tray V2
5100	AGG-HCMTBH42	N/A,	N/A,		fan0 0/FT1/SP	ASR9K Generic Fan
5101	AGG-HCMTBH42	N/A,	N/A,		fan1 0/FT1/SP	ASR9K Generic Fan
5102	AGG-HCMTBH42	N/A,	N/A,		fan2 0/FT1/SP	ASR9K Generic Fan
5103	AGG-HCMTBH42	N/A,	N/A,		fan3 0/FT1/SP	ASR9K Generic Fan
5104	AGG-HCMTBH42	N/A,	N/A,		fan4 0/FT1/SP	ASR9K Generic Fan
5105	AGG-HCMTBH42	N/A,	N/A,		fan5 0/FT1/SP	ASR9K Generic Fan
5106	AGG-HCMTBH42	A9K-4T16GE-TR,	V02,	FOC2031NGSR	module 0/0/CPU0	20-Port, 16x1GE_4xT Packet Transport Optimized LC
5107	AGG-HCMTBH42	GLC-LH-SMD	V01	FC1611124862	module mau GigabitEthernet0/0/CPU0/5	1000BASE-LX/LH SFP transceiver module, MMF/SMF, 1310nm, DOM
5108	AGG-HCMTBH42	SFP-GE-L	V01	FC1711180633	module mau GigabitEthernet0/0/CPU0/7	1000BASE-LX/LH SFP (DOM), SMF 10Km, MMF 550m
5109	AGG-HCMTBH42	FCLF8521P2BTL,	A,	PQH4081	GigabitEthernet0/0/0/14	Non-Cisco FINISAR CORP. SFP 1G Pluggable Optics Module
5110	AGG-HCMTBH42	FCLF8520P2BTL-A,	A,	PU72FBP	GigabitEthernet0/0/0/15	Non-Cisco FINISAR CORP. SFP 1G Pluggable Optics Module
5111	AGG-HCMTBH42	SFP-10G-LR	V02	FC1611130132	module mau TenGigE0/0/CPU0/16	10GBASE-LR SFP+ Module for SMF
5112	AGG-HCMTBH42	SFP-10G-LR	V03	FC1711192292	module mau TenGigE0/0/CPU0/17	10GBASE-LR SFP+ Module for SMF
5113	AGG-HCMTBH42	SFP-10G-LR	V02	FC1611130131	module mau TenGigE0/0/CPU0/18	10GBASE-LR SFP+ Module for SMF
5114	AGG-HCMTBH42	A9K-24X10GE-1G-TR,	V04,	FOC2423N6BZ	module 0/1/CPU0	24X10G/1G Packet Transport Optimized LC
5115	AGG-HCMTBH42	SFP-10G-LR,	N/A,	10GLR20051426	TenGigE0/1/0/0	Non-Cisco ModuleTek SFP+ 10G Pluggable Optics Module
5116	AGG-HCMTBH42	SFP-10G-LR	V02	10GLR20102502	module mau TenGigE0/1/CPU0/1	10GBASE-LR SFP+ Module for SMF
5117	AGG-HCMTBH42	SFP-10G-LR	V02	10GLR20102493	module mau TenGigE0/1/CPU0/2	10GBASE-LR SFP+ Module for SMF
5118	AGG-HCMTBH42	SFP-10G-LR,	N/A,	10GLR20052214	TenGigE0/1/0/3	Non-Cisco ModuleTek SFP+ 10G Pluggable Optics Module
5119	AGG-HCMTBH42	SFP-10G-ER	V02	10GER2010190191	module mau TenGigE0/1/CPU0/5	10GBASE-ER 1550nm SMF 40KM
5120	AGG-HCMTBH42	SFP-10G-LR	V02	10GLR20102513	module mau TenGigE0/1/CPU0/6	10GBASE-LR SFP+ Module for SMF
5121	AGG-HCMTBH42	SFP-10G-LR,	N/A,	10GLR20051430	TenGigE0/1/0/8	Non-Cisco ModuleTek SFP+ 10G Pluggable Optics Module
5122	AGG-HCMTBH42	PWR-2KW-DC-V2,	V03,	ART2028Y0DM	power-module 0/PS0/M0/SP	2kW DC V2 Power Module
5123	AGG-HCMTBH42	PWR-2KW-DC-V2,	V03,	DTM202501TV	power-module 0/PS0/M1/SP	2kW DC V2 Power Module
5124	AGG-HCMTBH42	PWR-2KW-DC-V2,	V03,	ART2121Y07X	power-module 0/PS0/M2/SP	2kW DC V2 Power Module
5125	AGG-HCMTBH42	PWR-2KW-DC-V2,	V03,	ART2419Y00S	power-module 0/PS0/M3/SP	2kW DC V2 Power Module
5126	AGG-HCMTBH42	ASR-9006-DC-V2,	V02,	FOX2036G7VL	chassis ASR-9006-DC-V2	ASR 9006 4 Line Card Slot Chassis with V2 DC PEM
5127	AGG-HCMTBH41	A9K-RSP440-TR,	V09,	FOC2035P00H	module 0/RSP0/CPU0	ASR9K Route Switch Processor with 440G/slot Fabric and 6GB
5128	AGG-HCMTBH41	A9K-RSP440-TR,	V09,	FOC2035NZTJ	module 0/RSP1/CPU0	ASR9K Route Switch Processor with 440G/slot Fabric and 6GB
5129	AGG-HCMTBH41	ASR-9006-FAN-V2,	V01,	FOC2035NS3R	fantray 0/FT0/SP	ASR-9006 Fan Tray V2
5130	AGG-HCMTBH41	N/A,	N/A,		fan0 0/FT0/SP	ASR9K Generic Fan
5131	AGG-HCMTBH41	N/A,	N/A,		fan1 0/FT0/SP	ASR9K Generic Fan
5132	AGG-HCMTBH41	N/A,	N/A,		fan2 0/FT0/SP	ASR9K Generic Fan
5133	AGG-HCMTBH41	N/A,	N/A,		fan3 0/FT0/SP	ASR9K Generic Fan
5134	AGG-HCMTBH41	N/A,	N/A,		fan4 0/FT0/SP	ASR9K Generic Fan
5135	AGG-HCMTBH41	N/A,	N/A,		fan5 0/FT0/SP	ASR9K Generic Fan
5136	AGG-HCMTBH41	ASR-9006-FAN-V2,	V01,	FOC2035NS45	fantray 0/FT1/SP	ASR-9006 Fan Tray V2
5137	AGG-HCMTBH41	N/A,	N/A,		fan0 0/FT1/SP	ASR9K Generic Fan
5138	AGG-HCMTBH41	N/A,	N/A,		fan1 0/FT1/SP	ASR9K Generic Fan
5139	AGG-HCMTBH41	N/A,	N/A,		fan2 0/FT1/SP	ASR9K Generic Fan
5140	AGG-HCMTBH41	N/A,	N/A,		fan3 0/FT1/SP	ASR9K Generic Fan
5141	AGG-HCMTBH41	N/A,	N/A,		fan4 0/FT1/SP	ASR9K Generic Fan
5142	AGG-HCMTBH41	N/A,	N/A,		fan5 0/FT1/SP	ASR9K Generic Fan
5143	AGG-HCMTBH41	A9K-4T16GE-TR,	V02,	FOC2001N0US	module 0/0/CPU0	20-Port, 16x1GE_4xT Packet Transport Optimized LC
5144	AGG-HCMTBH41	SFP-10G-LR	V02	FC1611130130	module mau TenGigE0/0/CPU0/16	10GBASE-LR SFP+ Module for SMF
5145	AGG-HCMTBH41	TSPLXG40D,	B,	CI2105290040	TenGigE0/0/0/17	Non-Cisco OEM SFP+ 10G Pluggable Optics Module
5146	AGG-HCMTBH41	SFP-10G-LR	V02	FC1611130129	module mau TenGigE0/0/CPU0/18	10GBASE-LR SFP+ Module for SMF
5147	AGG-HCMTBH41	SFP-10G-LR	V02	FC1611130548	module mau TenGigE0/0/CPU0/19	10GBASE-LR SFP+ Module for SMF
5148	AGG-HCMTBH41	A9K-24X10GE-1G-TR,	V04,	FOC2423N6EY	module 0/2/CPU0	24X10G/1G Packet Transport Optimized LC
5149	AGG-HCMTBH41	SFP-10G-ER	V02	10GER2010190190	module mau TenGigE0/2/CPU0/0	10GBASE-ER 1550nm SMF 40KM
5150	AGG-HCMTBH41	SFP-10G-LR,	N/A,	10GLR20051435	TenGigE0/2/0/2	Non-Cisco ModuleTek SFP+ 10G Pluggable Optics Module
5151	AGG-HCMTBH41	SFP-10G-LR,	N/A,	10GLR20051428	TenGigE0/2/0/3	Non-Cisco ModuleTek SFP+ 10G Pluggable Optics Module
5152	AGG-HCMTBH41	PWR-2KW-DC-V2,	V03,	ART2028Y0D1	power-module 0/PS0/M0/SP	2kW DC V2 Power Module
5153	AGG-HCMTBH41	PWR-2KW-DC-V2,	V03,	DTM202501UM	power-module 0/PS0/M1/SP	2kW DC V2 Power Module
5154	AGG-HCMTBH41	PWR-2KW-DC-V2,	V03,	ART2121Y07P	power-module 0/PS0/M2/SP	2kW DC V2 Power Module
5155	AGG-HCMTBH41	PWR-2KW-DC-V2,	V03,	ART2418Y051	power-module 0/PS0/M3/SP	2kW DC V2 Power Module
5156	AGG-HCMTBH41	ASR-9006-DC-V2,	V02,	FOX2037GH2M	chassis ASR-9006-DC-V2	ASR 9006 4 Line Card Slot Chassis with V2 DC PEM
5157	AGG-HCMTBH22	A9K-RSP440-TR,	V09,	FOC2035P01Q	module 0/RSP0/CPU0	ASR9K Route Switch Processor with 440G/slot Fabric and 6GB
5158	AGG-HCMTBH22	A9K-RSP440-TR,	V09,	FOC2036NC9Z	module 0/RSP1/CPU0	ASR9K Route Switch Processor with 440G/slot Fabric and 6GB
5159	AGG-HCMTBH22	ASR-9006-FAN-V2,	V01,	FOC2035NS28	fantray 0/FT0/SP	ASR-9006 Fan Tray V2
5160	AGG-HCMTBH22	N/A,	N/A,		fan0 0/FT0/SP	ASR9K Generic Fan
5161	AGG-HCMTBH22	N/A,	N/A,		fan1 0/FT0/SP	ASR9K Generic Fan
5162	AGG-HCMTBH22	N/A,	N/A,		fan2 0/FT0/SP	ASR9K Generic Fan
5163	AGG-HCMTBH22	N/A,	N/A,		fan3 0/FT0/SP	ASR9K Generic Fan
5164	AGG-HCMTBH22	N/A,	N/A,		fan4 0/FT0/SP	ASR9K Generic Fan
5165	AGG-HCMTBH22	N/A,	N/A,		fan5 0/FT0/SP	ASR9K Generic Fan
5166	AGG-HCMTBH22	ASR-9006-FAN-V2,	V01,	FOC2035NS27	fantray 0/FT1/SP	ASR-9006 Fan Tray V2
5167	AGG-HCMTBH22	N/A,	N/A,		fan0 0/FT1/SP	ASR9K Generic Fan
5168	AGG-HCMTBH22	N/A,	N/A,		fan1 0/FT1/SP	ASR9K Generic Fan
5169	AGG-HCMTBH22	N/A,	N/A,		fan2 0/FT1/SP	ASR9K Generic Fan
5170	AGG-HCMTBH22	N/A,	N/A,		fan3 0/FT1/SP	ASR9K Generic Fan
5171	AGG-HCMTBH22	N/A,	N/A,		fan4 0/FT1/SP	ASR9K Generic Fan
5172	AGG-HCMTBH22	N/A,	N/A,		fan5 0/FT1/SP	ASR9K Generic Fan
5173	AGG-HCMTBH22	A9K-4T16GE-TR,	V02,	FOC2031NGS1	module 0/0/CPU0	20-Port, 16x1GE_4xT Packet Transport Optimized LC
5174	AGG-HCMTBH22	FCLF8520P2BTL-A,	A,	PU72F2R	GigabitEthernet0/0/0/14	Non-Cisco FINISAR CORP. SFP 1G Pluggable Optics Module
5175	AGG-HCMTBH22	FCLF8520P2BTL-A,	A,	PU72FDP	GigabitEthernet0/0/0/15	Non-Cisco FINISAR CORP. SFP 1G Pluggable Optics Module
5176	AGG-HCMTBH22	SFP-10G-LR	V02	FC1611130169	module mau TenGigE0/0/CPU0/16	10GBASE-LR SFP+ Module for SMF
5177	AGG-HCMTBH22	SFP-10G-LR	V02	FC1611130168	module mau TenGigE0/0/CPU0/17	10GBASE-LR SFP+ Module for SMF
5178	AGG-HCMTBH22	SFP-10G-LR	V02	FC1611130536	module mau TenGigE0/0/CPU0/18	10GBASE-LR SFP+ Module for SMF
5179	AGG-HCMTBH22	SFP-10G-ER	V02	FC1611131021	module mau TenGigE0/0/CPU0/19	10GBASE-ER 1550nm SMF 40KM
5180	AGG-HCMTBH22	A9K-24X10GE-1G-TR,	V04,	FOC2424N6DM	module 0/1/CPU0	24X10G/1G Packet Transport Optimized LC
5181	AGG-HCMTBH22	SFP-10G-LR,	N/A,	10GLR20051003	TenGigE0/1/0/0	Non-Cisco ModuleTek SFP+ 10G Pluggable Optics Module
5182	AGG-HCMTBH22	SFP-10G-LR,	N/A,	10GLR20051025	TenGigE0/1/0/1	Non-Cisco ModuleTek SFP+ 10G Pluggable Optics Module
5183	AGG-HCMTBH22	SFP-10G-LR,	N/A,	10GLR20051024	TenGigE0/1/0/2	Non-Cisco ModuleTek SFP+ 10G Pluggable Optics Module
5184	AGG-HCMTBH22	SFP-10G-LR,	N/A,	10GLR20051305	TenGigE0/1/0/3	Non-Cisco ModuleTek SFP+ 10G Pluggable Optics Module
5185	AGG-HCMTBH22	PWR-2KW-DC-V2,	V03,	DTM202501RE	power-module 0/PS0/M0/SP	2kW DC V2 Power Module
5186	AGG-HCMTBH22	PWR-2KW-DC-V2,	V03,	DTM202501UN	power-module 0/PS0/M1/SP	2kW DC V2 Power Module
5187	AGG-HCMTBH22	PWR-2KW-DC-V2,	V03,	ART2419Y01H	power-module 0/PS0/M2/SP	2kW DC V2 Power Module
5188	AGG-HCMTBH22	ASR-9006-DC-V2,	V02,	FOX2035G7Q1	chassis ASR-9006-DC-V2	ASR 9006 4 Line Card Slot Chassis with V2 DC PEM
5189	AGG-HCMTBH21	A9K-RSP440-TR,	V09,	FOC2035NZTM	module 0/RSP0/CPU0	ASR9K Route Switch Processor with 440G/slot Fabric and 6GB
5190	AGG-HCMTBH21	A9K-RSP440-TR,	V09,	FOC2035NZZH	module 0/RSP1/CPU0	ASR9K Route Switch Processor with 440G/slot Fabric and 6GB
5191	AGG-HCMTBH21	ASR-9006-FAN-V2,	V01,	FOC2035NS6P	fantray 0/FT0/SP	ASR-9006 Fan Tray V2
5192	AGG-HCMTBH21	N/A,	N/A,		fan0 0/FT0/SP	ASR9K Generic Fan
5193	AGG-HCMTBH21	N/A,	N/A,		fan1 0/FT0/SP	ASR9K Generic Fan
5194	AGG-HCMTBH21	N/A,	N/A,		fan2 0/FT0/SP	ASR9K Generic Fan
5195	AGG-HCMTBH21	N/A,	N/A,		fan3 0/FT0/SP	ASR9K Generic Fan
5196	AGG-HCMTBH21	N/A,	N/A,		fan4 0/FT0/SP	ASR9K Generic Fan
5197	AGG-HCMTBH21	N/A,	N/A,		fan5 0/FT0/SP	ASR9K Generic Fan
5198	AGG-HCMTBH21	ASR-9006-FAN-V2,	V01,	FOC2035NS67	fantray 0/FT1/SP	ASR-9006 Fan Tray V2
5199	AGG-HCMTBH21	N/A,	N/A,		fan0 0/FT1/SP	ASR9K Generic Fan
5200	AGG-HCMTBH21	N/A,	N/A,		fan1 0/FT1/SP	ASR9K Generic Fan
5201	AGG-HCMTBH21	N/A,	N/A,		fan2 0/FT1/SP	ASR9K Generic Fan
5202	AGG-HCMTBH21	N/A,	N/A,		fan3 0/FT1/SP	ASR9K Generic Fan
5203	AGG-HCMTBH21	N/A,	N/A,		fan4 0/FT1/SP	ASR9K Generic Fan
5204	AGG-HCMTBH21	N/A,	N/A,		fan5 0/FT1/SP	ASR9K Generic Fan
5205	AGG-HCMTBH21	A9K-4T16GE-TR,	V02,	FOC2031NGNN	module 0/0/CPU0	20-Port, 16x1GE_4xT Packet Transport Optimized LC
5206	AGG-HCMTBH21	TSPL1G10D,	00,	202011300347	GigabitEthernet0/0/0/0	Non-Cisco TIBTRONIX SFP 1G Pluggable Optics Module
5207	AGG-HCMTBH21	TSPL1G10D,	00,	202011300348	GigabitEthernet0/0/0/1	Non-Cisco TIBTRONIX SFP 1G Pluggable Optics Module
5208	AGG-HCMTBH21	FCLF8520P2BTL-A,	A,	PU72X4J	GigabitEthernet0/0/0/15	Non-Cisco FINISAR CORP. SFP 1G Pluggable Optics Module
5209	AGG-HCMTBH21	SFP-10G-LR	V02	FC1611130170	module mau TenGigE0/0/CPU0/16	10GBASE-LR SFP+ Module for SMF
5210	AGG-HCMTBH21	SFP-10G-LR	V02	FC1611130537	module mau TenGigE0/0/CPU0/17	10GBASE-LR SFP+ Module for SMF
5211	AGG-HCMTBH21	SFP-10G-ER	V02	FC1611131028	module mau TenGigE0/0/CPU0/18	10GBASE-ER 1550nm SMF 40KM
5212	AGG-HCMTBH21	SFP-10G-LR	V02	FC1611130550	module mau TenGigE0/0/CPU0/19	10GBASE-LR SFP+ Module for SMF
5213	AGG-HCMTBH21	A9K-24X10GE-1G-TR,	V04,	FOC2428P7F7	module 0/1/CPU0	24X10G/1G Packet Transport Optimized LC
5214	AGG-HCMTBH21	SFP-10G-LR,	N/A,	10GLR20051414	TenGigE0/1/0/0	Non-Cisco ModuleTek SFP+ 10G Pluggable Optics Module
5215	AGG-HCMTBH21	SFP-10G-LR,	N/A,	10GLR20051415	TenGigE0/1/0/4	Non-Cisco ModuleTek SFP+ 10G Pluggable Optics Module
5216	AGG-HCMTBH21	SFP-10G-LR,	N/A,	10GLR20051304	TenGigE0/1/0/5	Non-Cisco ModuleTek SFP+ 10G Pluggable Optics Module
5217	AGG-HCMTBH21	SFP-10G-LR,	N/A,	10GLR20051320	TenGigE0/1/0/6	Non-Cisco ModuleTek SFP+ 10G Pluggable Optics Module
5218	AGG-HCMTBH21	SFP-10G-LR,	N/A,	10GLR20051409	TenGigE0/1/0/8	Non-Cisco ModuleTek SFP+ 10G Pluggable Optics Module
5219	AGG-HCMTBH21	PWR-2KW-DC-V2,	V03,	DTM202501NK	power-module 0/PS0/M0/SP	2kW DC V2 Power Module
5220	AGG-HCMTBH21	PWR-2KW-DC-V2,	V03,	DTM202501NM	power-module 0/PS0/M1/SP	2kW DC V2 Power Module
5221	AGG-HCMTBH21	PWR-2KW-DC-V2,	V03,	ART2419Y01B	power-module 0/PS0/M2/SP	2kW DC V2 Power Module
5222	AGG-HCMTBH21	ASR-9006-DC-V2,	V02,	FOX2037G9WN	chassis ASR-9006-DC-V2	ASR 9006 4 Line Card Slot Chassis with V2 DC PEM
5223	AGG-HCMTBH12	A9K-RSP440-TR,	V08,	FOC2034NKL8	module 0/RSP0/CPU0	ASR9K Route Switch Processor with 440G/slot Fabric and 6GB
5224	AGG-HCMTBH12	A9K-RSP440-TR,	V08,	FOC2034NKG2	module 0/RSP1/CPU0	ASR9K Route Switch Processor with 440G/slot Fabric and 6GB
5225	AGG-HCMTBH12	ASR-9006-FAN-V2,	V01,	FOC2031N5NE	fantray 0/FT0/SP	ASR-9006 Fan Tray V2
5226	AGG-HCMTBH12	N/A,	N/A,		fan0 0/FT0/SP	ASR9K Generic Fan
5227	AGG-HCMTBH12	N/A,	N/A,		fan1 0/FT0/SP	ASR9K Generic Fan
5228	AGG-HCMTBH12	N/A,	N/A,		fan2 0/FT0/SP	ASR9K Generic Fan
5229	AGG-HCMTBH12	N/A,	N/A,		fan3 0/FT0/SP	ASR9K Generic Fan
